date,nino1+2,nino1+2 anom,year,season,ESOI 3m mean,SAM 3m mean,TNI 3m mean,IODW anom 3m mean,IODW 3m mean,IODE anom 3m mean,IODE 3m mean,DMI anom 3m mean,DMI 3m mean,SOI 3m mean,nino3.4 anom 3m mean,nino3.4 3m mean,nino4 anom 3m mean,nino4 3m mean,nino3 anom 3m mean,nino3 3m mean,nino1+2 anom 3m mean,nino1+2 3m mean,TNI,nino3.4 anom 3m mean,nino3.4 3m mean,nino4 anom 3m mean,nino4 3m mean,nino3 anom 3m mean,nino3 3m mean,nino1+2 anom 3m mean,nino1+2 3m mean,nino3,nino3 anom,nino4,nino4 anom,nino3.4,nino3.4 anom,date,SOI,SOI 3m mean,IODE,IODW,IODE anom,IODW anom,DMI,DMI anom,SAM,ESOI,idck_AR,idck_AR-W,idck_AR-N,idck_AR-E,idck_AR-NW,AR,AR-W,AR-NW,AR-N,AR-E,SPO,SPO-W,SPO-E
1979-10-01,21.46,0.45,1979,4,-0.7666666666666663,0.19866666666666674,-0.5766666666666667,-0.5633333333333334,27.206666666666667,-0.4233333333333334,27.866666666666664,-0.14000000000000015,-0.6599999999999999,-2.0333333333333212,0.09666666666666618,26.856666666666666,-0.30666666666666664,28.463333333333335,0.3833333333333329,25.383333333333336,0.27000000000000024,21.183333333333334,-0.63,0.09666666666666618,26.856666666666666,-0.30666666666666664,28.463333333333335,0.3833333333333329,25.383333333333336,0.27000000000000024,21.183333333333334,25.42,0.44,28.58,-0.18,26.83,0.11,197910.0,-2.5,-2.0333333333333212,28.03,27.67,-0.29,-0.54,-0.36,-0.25,-0.862,-1.2,,,,,,13.0,9.0,6.0,4.0,4.0,10.0,4.0,8.0
1979-11-01,21.8,0.14,1979,4,-0.8999999999999998,-1.0103333333333333,-0.4566666666666666,-0.48666666666666664,27.636666666666667,-0.26000000000000006,28.110000000000003,-0.2266666666666668,-0.4733333333333332,-1.9333333333333218,0.2266666666666662,26.936666666666667,-0.11666666666666663,28.619999999999994,0.4699999999999997,25.46666666666667,0.34000000000000025,21.47,-0.020000000000000018,0.2266666666666662,26.936666666666667,-0.11666666666666663,28.619999999999994,0.4699999999999997,25.46666666666667,0.34000000000000025,21.47,25.5,0.39,28.81,0.12,26.99,0.29,197911.0,-4.7,-1.9333333333333218,28.5,28.01,-0.12,-0.46,-0.49,-0.34,-3.45,-0.9,,,,,,13.0,9.0,6.0,4.0,4.0,10.0,4.0,8.0
1979-12-01,22.73,-0.08,1979,1,-1.1999999999999997,-2.001,-0.09333333333333331,-0.39333333333333337,27.94,-0.2633333333333334,28.293333333333333,-0.13000000000000014,-0.3499999999999999,-4.899999999999989,0.3066666666666662,26.97666666666667,0.0766666666666667,28.74,0.41999999999999965,25.526666666666667,0.17000000000000023,21.99666666666667,0.37,0.3066666666666662,26.97666666666667,0.0766666666666667,28.74,0.41999999999999965,25.526666666666667,0.17000000000000023,21.99666666666667,25.66,0.43,28.83,0.29,27.11,0.52,197912.0,-7.5,-4.899999999999989,28.35,28.14,-0.38,-0.18,-0.2,0.2,-1.691,-1.5,,,,,,13.0,9.0,6.0,4.0,4.0,10.0,4.0,8.0
1980-01-01,24.32,-0.25,1980,1,-0.9333333333333331,-1.883,0.32333333333333336,-0.3066666666666667,27.983333333333334,-0.2966666666666667,28.433333333333334,-0.010000000000000153,-0.4499999999999999,-2.999999999999988,0.44999999999999957,27.060000000000002,0.26,28.776666666666667,0.39999999999999963,25.733333333333334,-0.06333333333333312,22.95,0.62,0.44999999999999957,27.060000000000002,0.26,28.776666666666667,0.39999999999999963,25.733333333333334,-0.06333333333333312,22.95,26.04,0.38,28.69,0.37,27.08,0.54,198001.0,3.2,-2.999999999999988,28.45,27.8,-0.39,-0.28,-0.66,0.11,-0.508,-0.4,,,,,,13.0,9.0,6.0,4.0,4.0,10.0,4.0,8.0
1980-02-01,25.68,-0.42,1980,1,-0.7333333333333333,-0.574,0.59,-0.3,27.936666666666667,-0.3900000000000001,28.433333333333334,0.08999999999999986,-0.49333333333333323,-1.0666666666666547,0.42666666666666625,27.05333333333333,0.34,28.69333333333333,0.27999999999999964,26.046666666666667,-0.24999999999999978,24.243333333333336,0.78,0.42666666666666625,27.05333333333333,0.34,28.69333333333333,0.27999999999999964,26.046666666666667,-0.24999999999999978,24.243333333333336,26.44,0.03,28.56,0.36,26.97,0.22,198002.0,1.1,-1.0666666666666547,28.5,27.87,-0.4,-0.44,-0.62,-0.04,0.477,-0.3,,,,,,13.0,9.0,6.0,4.0,4.0,10.0,4.0,8.0
1980-03-01,26.48,-0.01,1980,2,-0.8666666666666666,0.144,0.5333333333333333,-0.43,28.05666666666667,-0.2833333333333334,28.69666666666667,-0.1466666666666668,-0.64,-1.399999999999988,0.26333333333333286,27.12,0.3066666666666667,28.58666666666667,0.0766666666666663,26.503333333333334,-0.22666666666666646,25.493333333333336,0.2,0.26333333333333286,27.12,0.3066666666666667,28.58666666666667,0.0766666666666663,26.503333333333334,-0.22666666666666646,25.493333333333336,27.03,-0.18,28.51,0.19,27.31,0.03,198003.0,-8.5,-1.399999999999988,29.14,28.5,-0.06,-0.57,-0.64,-0.51,0.463,-1.9,,,,,,13.0,9.0,6.0,4.0,4.0,10.0,4.0,8.0
1980-04-01,25.54,0.0,1980,2,-0.8999999999999998,0.646,0.37333333333333335,-0.36999999999999994,28.689999999999998,-0.25666666666666677,28.956666666666667,-0.11333333333333351,-0.26333333333333325,-6.766666666666655,0.05999999999999952,27.343333333333334,0.23,28.610000000000003,-0.11666666666666703,26.95,-0.14333333333333312,25.900000000000002,0.14,0.05999999999999952,27.343333333333334,0.23,28.610000000000003,-0.11666666666666703,26.95,-0.14333333333333312,25.900000000000002,27.38,-0.2,28.76,0.14,27.75,-0.07,198004.0,-12.9,-6.766666666666655,29.23,29.7,-0.31,-0.1,0.47,0.21,0.998,-0.5,,,,,,13.0,9.0,6.0,4.0,4.0,10.0,4.0,8.0
1980-05-01,23.98,-0.43,1980,2,-0.9333333333333331,-0.791,0.3433333333333333,-0.20666666666666667,29.290000000000003,-0.21666666666666676,29.23,0.009999999999999861,0.06333333333333342,-8.299999999999988,0.01333333333333285,27.689999999999998,0.19666666666666668,28.816666666666666,-0.17666666666666705,27.17,-0.14666666666666645,25.333333333333332,0.69,0.01333333333333285,27.689999999999998,0.19666666666666668,28.816666666666666,-0.17666666666666705,27.17,-0.14666666666666645,25.333333333333332,27.1,-0.15,29.18,0.26,28.01,0.08,198005.0,-3.5,-8.299999999999988,29.32,29.67,-0.28,0.05,0.36,0.33,-3.834,-0.4,,,,,,13.0,9.0,6.0,4.0,4.0,10.0,4.0,8.0
1980-06-01,22.76,-0.36,1980,3,-0.39999999999999986,-1.0906666666666667,0.45,-0.16333333333333333,29.13,-0.2633333333333334,29.209999999999997,0.09999999999999987,-0.07666666666666659,-7.033333333333322,0.07333333333333285,27.900000000000002,0.18666666666666673,29.02333333333333,-0.09000000000000036,27.060000000000002,-0.26333333333333314,24.093333333333334,0.52,0.07333333333333285,27.900000000000002,0.18666666666666673,29.02333333333333,-0.09000000000000036,27.060000000000002,-0.26333333333333314,24.093333333333334,26.7,0.08,29.13,0.16,27.94,0.21,198006.0,-4.7,-7.033333333333322,29.08,28.02,-0.2,-0.44,-1.06,-0.24,-0.436,-0.3,,,,,,13.0,9.0,6.0,4.0,4.0,10.0,4.0,8.0
1980-07-01,21.12,-0.84,1980,3,-0.36666666666666653,-1.7533333333333332,0.69,-0.22333333333333336,28.33666666666667,-0.17000000000000007,29.060000000000002,-0.05333333333333346,-0.7199999999999999,-3.299999999999988,0.07666666666666619,27.72666666666667,0.1466666666666667,29.076666666666668,-0.10000000000000038,26.456666666666667,-0.5433333333333331,22.620000000000005,0.86,0.07666666666666619,27.72666666666667,0.1466666666666667,29.076666666666668,-0.10000000000000038,26.456666666666667,-0.5433333333333331,22.620000000000005,25.57,-0.23,28.92,0.02,27.23,-0.06,198007.0,-1.7,-3.299999999999988,28.78,27.32,-0.03,-0.28,-1.46,-0.25,-0.99,-0.4,,,,,,13.0,10.0,8.0,2.0,3.0,13.0,3.0,12.0
1980-08-01,20.52,-0.48,1980,3,-0.2999999999999999,-0.9413333333333332,0.5233333333333333,-0.2966666666666667,27.526666666666667,-0.08333333333333341,28.74,-0.21333333333333349,-1.2166666666666666,-1.6666666666666543,-0.07666666666666715,27.21666666666667,-0.036666666666666625,28.849999999999998,-0.1633333333333337,25.683333333333334,-0.5599999999999997,21.46666666666667,0.19,-0.07666666666666715,27.21666666666667,-0.036666666666666625,28.849999999999998,-0.1633333333333337,25.683333333333334,-0.5599999999999997,21.46666666666667,24.78,-0.34,28.5,-0.29,26.48,-0.38,198008.0,1.4,-1.6666666666666543,28.36,27.24,-0.02,-0.17,-1.13,-0.15,-1.398,-0.2,,,,,,13.0,10.0,8.0,2.0,3.0,13.0,3.0,12.0
1980-09-01,20.43,-0.3,1980,4,-0.2333333333333332,-0.4313333333333333,0.36000000000000004,-0.24666666666666667,27.320000000000004,0.04333333333333326,28.49666666666667,-0.2900000000000001,-1.1766666666666665,-1.8333333333333208,-0.24000000000000052,26.71666666666667,-0.17999999999999997,28.636666666666667,-0.2500000000000004,25.02333333333333,-0.5399999999999997,20.689999999999998,0.02999999999999997,-0.24000000000000052,26.71666666666667,-0.17999999999999997,28.636666666666667,-0.2500000000000004,25.02333333333333,-0.5399999999999997,20.689999999999998,24.72,-0.18,28.49,-0.27,26.44,-0.28,198009.0,-5.2,-1.8333333333333208,28.35,27.4,0.18,-0.29,-0.94,-0.47,1.094,-0.1,13.0,10.0,5.0,3.0,9.0,13.0,10.0,8.0,2.0,3.0,13.0,3.0,12.0
1980-10-01,20.52,-0.5,1980,4,-0.09999999999999987,-0.025666666666666605,0.2333333333333333,-0.2233333333333333,27.546666666666663,0.1266666666666666,28.416666666666668,-0.3500000000000001,-0.8699999999999998,-1.8999999999999873,-0.30666666666666714,26.459999999999997,-0.19333333333333333,28.576666666666668,-0.3133333333333337,24.686666666666667,-0.42666666666666647,20.49,0.48,-0.30666666666666714,26.459999999999997,-0.19333333333333333,28.576666666666668,-0.3133333333333337,24.686666666666667,-0.42666666666666647,20.49,24.56,-0.42,28.74,-0.02,26.46,-0.26,198010.0,-1.9,-1.8999999999999873,28.54,28.0,0.22,-0.21,-0.54,-0.43,0.227,0.0,,,,,,13.0,10.0,8.0,2.0,3.0,13.0,3.0,12.0
1980-11-01,21.24,-0.41,1980,4,1.4802973661668753e-16,0.7263333333333334,0.3,-0.28333333333333327,27.84,0.09999999999999994,28.47,-0.38333333333333347,-0.6266666666666665,-3.4999999999999876,-0.21333333333333385,26.5,-0.10333333333333329,28.636666666666667,-0.23333333333333364,24.76,-0.4033333333333331,20.73,0.38999999999999996,-0.21333333333333385,26.5,-0.10333333333333329,28.636666666666667,-0.23333333333333364,24.76,-0.4033333333333331,20.73,25.0,-0.1,28.68,-0.02,26.6,-0.1,198011.0,-3.4,-3.4999999999999876,28.52,28.12,-0.1,-0.35,-0.4,-0.25,0.858,0.1,,,,,,13.0,10.0,8.0,2.0,3.0,13.0,3.0,12.0
1980-12-01,22.41,-0.4,1980,1,0.06666666666666682,0.2826666666666667,0.41333333333333333,-0.29,28.043333333333333,-0.06333333333333342,28.493333333333336,-0.2266666666666668,-0.4499999999999999,-2.0666666666666544,-0.10333333333333382,26.570000000000004,-0.0233333333333333,28.643333333333334,-0.17000000000000035,24.929999999999996,-0.43666666666666637,21.389999999999997,0.37,-0.10333333333333382,26.570000000000004,-0.0233333333333333,28.643333333333334,-0.17000000000000035,24.929999999999996,-0.43666666666666637,21.389999999999997,25.23,0.01,28.51,-0.03,26.65,0.05,198012.0,-0.9,-2.0666666666666544,28.42,28.01,-0.31,-0.31,-0.41,0.0,-0.237,0.1,,,,,,13.0,10.0,8.0,2.0,3.0,13.0,3.0,12.0
1981-01-01,23.06,-1.5,1981,1,0.16666666666666682,0.03133333333333336,0.71,-0.31666666666666665,27.973333333333333,-0.29666666666666675,28.433333333333334,-0.02000000000000013,-0.4599999999999998,-0.5333333333333209,-0.13666666666666713,26.47666666666667,-0.05999999999999996,28.460000000000004,-0.266666666666667,25.06,-0.7699999999999997,22.236666666666665,1.37,-0.13666666666666713,26.47666666666667,-0.05999999999999996,28.460000000000004,-0.266666666666667,25.06,-0.7699999999999997,22.236666666666665,24.95,-0.71,28.19,-0.13,26.18,-0.36,198101.0,2.7,-0.5333333333333209,28.36,27.79,-0.48,-0.29,-0.57,0.19,-0.527,0.3,,,,,,13.0,10.0,8.0,2.0,3.0,13.0,3.0,12.0
1981-02-01,24.93,-1.17,1981,1,-0.09999999999999983,-0.2333333333333333,0.9133333333333334,-0.29666666666666663,27.939999999999998,-0.4000000000000001,28.423333333333336,0.10333333333333321,-0.4833333333333331,-0.4666666666666542,-0.31666666666666715,26.313333333333333,-0.10999999999999997,28.24,-0.526666666666667,25.23333333333333,-1.0233333333333332,23.46666666666667,0.9999999999999999,-0.31666666666666715,26.313333333333333,-0.10999999999999997,28.24,-0.526666666666667,25.23333333333333,-1.0233333333333332,23.46666666666667,25.52,-0.88,28.02,-0.17,26.11,-0.64,198102.0,-3.2,-0.4666666666666542,28.49,28.02,-0.41,-0.29,-0.47,0.12,0.064,-0.7,,,,,,13.0,10.0,8.0,2.0,3.0,13.0,3.0,12.0
1981-03-01,25.94,-0.55,1981,2,-0.26666666666666655,-0.1103333333333333,0.9166666666666666,-0.24999999999999997,28.236666666666665,-0.2666666666666667,28.713333333333335,0.016666666666666535,-0.4766666666666665,-5.699999999999988,-0.5466666666666672,26.310000000000002,-0.15666666666666662,28.12,-0.726666666666667,25.69333333333333,-1.073333333333333,24.643333333333334,0.38,-0.5466666666666672,26.310000000000002,-0.15666666666666662,28.12,-0.726666666666667,25.69333333333333,-1.073333333333333,24.643333333333334,26.61,-0.59,28.15,-0.17,26.64,-0.64,198103.0,-16.6,-5.699999999999988,29.29,28.9,0.09,-0.17,-0.39,-0.26,0.132,-0.4,,,,,,13.0,10.0,8.0,2.0,3.0,13.0,3.0,12.0
1981-04-01,24.81,-0.73,1981,2,-0.5333333333333332,0.7406666666666667,0.5299999999999999,-0.22999999999999998,28.83,-0.3133333333333334,28.900000000000002,0.0833333333333332,-0.07333333333333314,-8.433333333333321,-0.6033333333333338,26.679999999999996,-0.2866666666666666,28.093333333333334,-0.6633333333333337,26.396666666666665,-0.8166666666666664,25.226666666666663,0.20999999999999996,-0.6033333333333338,26.679999999999996,-0.2866666666666666,28.093333333333334,-0.6633333333333337,26.396666666666665,-0.8166666666666664,25.226666666666663,27.06,-0.52,28.11,-0.52,27.29,-0.53,198104.0,-5.5,-8.433333333333321,28.92,29.57,-0.62,-0.23,0.64,0.39,2.026,-0.5,,,,,,13.0,10.0,8.0,2.0,3.0,13.0,3.0,12.0
1981-05-01,23.65,-0.77,1981,2,-0.09999999999999987,1.0026666666666666,0.2666666666666666,-0.24666666666666667,29.25,-0.3366666666666667,29.11,0.08999999999999987,0.13666666666666685,-4.833333333333321,-0.5800000000000004,27.096666666666664,-0.4166666666666667,28.206666666666667,-0.5500000000000004,26.793333333333333,-0.6833333333333331,24.8,0.20999999999999996,-0.5800000000000004,27.096666666666664,-0.4166666666666667,28.206666666666667,-0.5500000000000004,26.793333333333333,-0.6833333333333331,24.8,26.71,-0.54,28.36,-0.56,27.36,-0.57,198105.0,7.6,-4.833333333333321,29.12,29.28,-0.48,-0.34,0.16,0.14,0.85,0.6,,,,,,13.0,10.0,8.0,2.0,3.0,13.0,3.0,12.0
1981-06-01,22.49,-0.63,1981,3,0.0666666666666668,1.3956666666666664,0.1533333333333333,-0.3433333333333333,28.95,-0.45,29.023333333333337,0.10666666666666653,-0.07666666666666648,4.5333333333333465,-0.5200000000000005,27.30666666666667,-0.5566666666666666,28.28333333333333,-0.49666666666666703,26.653333333333336,-0.7099999999999999,23.649999999999995,0.040000000000000036,-0.5200000000000005,27.30666666666667,-0.5566666666666666,28.28333333333333,-0.49666666666666703,26.653333333333336,-0.7099999999999999,23.649999999999995,26.19,-0.43,28.38,-0.59,27.27,-0.46,198106.0,11.5,4.5333333333333465,29.03,28.0,-0.25,-0.46,-1.03,-0.21,1.311,0.1,,,,,,13.0,10.0,8.0,2.0,3.0,13.0,3.0,12.0
1981-07-01,21.07,-0.89,1981,3,0.36666666666666686,0.9813333333333333,0.13666666666666663,-0.39666666666666667,28.163333333333338,-0.28666666666666674,28.94333333333333,-0.11000000000000011,-0.7799999999999998,9.500000000000012,-0.5566666666666672,27.093333333333334,-0.6266666666666666,28.30333333333333,-0.5233333333333337,26.036666666666665,-0.7633333333333331,22.403333333333332,0.16000000000000003,-0.5566666666666672,27.093333333333334,-0.6266666666666666,28.30333333333333,-0.5233333333333337,26.036666666666665,-0.7633333333333331,22.403333333333332,25.21,-0.6,28.17,-0.73,26.65,-0.64,198107.0,9.4,9.500000000000012,28.68,27.21,-0.13,-0.39,-1.47,-0.26,0.783,0.4,,,,,,12.0,7.0,6.0,3.0,4.0,7.0,5.0,5.0
1981-08-01,19.88,-1.13,1981,3,0.30000000000000016,0.816,0.20666666666666664,-0.42,27.403333333333336,-0.1533333333333334,28.669999999999998,-0.2666666666666668,-1.2666666666666666,8.933333333333346,-0.5433333333333338,26.75,-0.6766666666666666,28.209999999999997,-0.586666666666667,25.26,-0.8833333333333332,21.146666666666665,0.41999999999999993,-0.5433333333333338,26.75,-0.6766666666666666,28.209999999999997,-0.586666666666667,25.26,-0.8833333333333332,21.146666666666665,24.38,-0.73,28.08,-0.71,26.33,-0.53,198108.0,5.9,8.933333333333346,28.3,27.0,-0.08,-0.41,-1.3,-0.33,0.354,0.4,,,,,,12.0,7.0,6.0,3.0,4.0,7.0,5.0,5.0
1981-09-01,19.93,-0.79,1981,4,0.36666666666666686,0.6943333333333334,0.3233333333333333,-0.45999999999999996,27.10666666666667,-0.04333333333333341,28.409999999999997,-0.4166666666666668,-1.303333333333333,7.600000000000013,-0.4533333333333338,26.503333333333334,-0.6133333333333333,28.203333333333333,-0.5200000000000004,24.753333333333334,-0.9366666666666665,20.293333333333333,0.39,-0.4533333333333338,26.503333333333334,-0.6133333333333333,28.203333333333333,-0.5200000000000004,24.753333333333334,-0.9366666666666665,20.293333333333333,24.67,-0.23,28.36,-0.4,26.53,-0.19,198109.0,7.5,7.600000000000013,28.25,27.11,0.08,-0.58,-1.14,-0.66,0.946,0.3,14.0,9.0,6.0,4.0,9.0,12.0,7.0,6.0,3.0,4.0,7.0,5.0,5.0
1981-10-01,20.44,-0.57,1981,4,0.16666666666666682,1.085,0.33333333333333326,-0.35666666666666663,27.41333333333333,0.0866666666666666,28.376666666666665,-0.4433333333333335,-0.9633333333333333,2.800000000000013,-0.3400000000000005,26.426666666666666,-0.4966666666666666,28.27333333333333,-0.3800000000000003,24.616666666666664,-0.8299999999999997,20.083333333333332,0.18999999999999995,-0.3400000000000005,26.426666666666666,-0.4966666666666666,28.27333333333333,-0.3800000000000003,24.616666666666664,-0.8299999999999997,20.083333333333332,24.8,-0.18,28.38,-0.38,26.42,-0.3,198110.0,-5.0,2.800000000000013,28.58,28.13,0.26,-0.08,-0.45,-0.34,1.955,-0.2,,,,,,12.0,7.0,6.0,3.0,4.0,7.0,5.0,5.0
1981-11-01,21.19,-0.46,1981,4,0.10000000000000014,1.1373333333333333,0.2433333333333333,-0.3633333333333333,27.76,-0.010000000000000064,28.36,-0.3533333333333335,-0.5999999999999998,1.7000000000000128,-0.3000000000000005,26.41333333333333,-0.3633333333333333,28.376666666666665,-0.2733333333333336,24.723333333333333,-0.6066666666666665,20.52,0.15000000000000002,-0.3000000000000005,26.41333333333333,-0.3633333333333333,28.376666666666665,-0.2733333333333336,24.723333333333333,-0.6066666666666665,20.52,24.7,-0.41,28.39,-0.31,26.29,-0.41,198111.0,2.6,1.7000000000000128,28.25,28.04,-0.37,-0.43,-0.21,-0.06,0.511,0.2,,,,,,12.0,7.0,6.0,3.0,4.0,7.0,5.0,5.0
1981-12-01,22.63,-0.18,1981,1,-0.2999999999999999,0.6603333333333334,0.14333333333333328,-0.3499999999999999,27.98333333333333,-0.15666666666666673,28.400000000000002,-0.1933333333333335,-0.41666666666666646,0.7666666666666799,-0.30333333333333384,26.37,-0.25999999999999995,28.406666666666666,-0.21333333333333362,24.89,-0.4033333333333331,21.419999999999998,0.09,-0.30333333333333384,26.37,-0.25999999999999995,28.406666666666666,-0.21333333333333362,24.89,-0.4033333333333331,21.419999999999998,25.17,-0.05,28.45,-0.09,26.4,-0.2,198112.0,4.7,0.7666666666666799,28.37,27.78,-0.36,-0.54,-0.59,-0.18,-0.485,-0.9,,,,,,12.0,7.0,6.0,3.0,4.0,7.0,5.0,5.0
1982-01-01,24.3,-0.26,1982,1,-0.23333333333333317,-0.25133333333333335,0.15666666666666665,-0.43333333333333335,27.856666666666666,-0.4833333333333334,28.24666666666667,0.04999999999999986,-0.38999999999999985,5.56666666666668,-0.1600000000000005,26.453333333333333,-0.14333333333333328,28.376666666666665,-0.08666666666666693,25.243333333333336,-0.29999999999999977,22.706666666666667,0.23,-0.1600000000000005,26.453333333333333,-0.14333333333333328,28.376666666666665,-0.08666666666666693,25.243333333333336,-0.29999999999999977,22.706666666666667,25.86,0.2,28.29,-0.03,26.67,0.13,198201.0,9.4,5.56666666666668,28.12,27.75,-0.72,-0.33,-0.37,0.39,-0.78,0.0,,,,,,12.0,7.0,6.0,3.0,4.0,7.0,5.0,5.0
1982-02-01,25.31,-0.79,1982,1,-0.36666666666666653,0.09033333333333331,0.31,-0.3733333333333333,27.863333333333333,-0.5566666666666666,28.266666666666666,0.1833333333333332,-0.4033333333333331,4.900000000000014,-0.08000000000000053,26.55333333333333,-0.09999999999999996,28.25333333333333,0.04999999999999971,25.81,-0.40999999999999975,24.080000000000002,0.6100000000000001,-0.08000000000000053,26.55333333333333,-0.09999999999999996,28.25333333333333,0.04999999999999971,25.81,-0.40999999999999975,24.080000000000002,26.4,-0.0,28.02,-0.18,26.59,-0.17,198202.0,0.6,4.900000000000014,28.31,28.06,-0.59,-0.25,-0.25,0.34,1.536,-0.2,,,,,,12.0,7.0,6.0,3.0,4.0,7.0,5.0,5.0
1982-03-01,25.2,-1.29,1982,2,-0.19999999999999987,0.5806666666666667,0.7333333333333334,-0.2766666666666666,28.209999999999997,-0.6033333333333334,28.376666666666665,0.3266666666666665,-0.16666666666666644,4.133333333333346,0.029999999999999482,26.89,-0.04666666666666663,28.23333333333333,0.03333333333333304,26.456666666666663,-0.7799999999999998,24.936666666666667,1.36,0.029999999999999482,26.89,-0.04666666666666663,28.23333333333333,0.03333333333333304,26.456666666666663,-0.7799999999999998,24.936666666666667,27.11,-0.1,28.39,0.07,27.41,0.13,198203.0,2.4,4.133333333333346,28.7,28.82,-0.5,-0.25,0.12,0.25,0.986,-0.4,,,,,,12.0,7.0,6.0,3.0,4.0,7.0,5.0,5.0
1982-04-01,24.73,-0.81,1982,2,-0.26666666666666655,0.08400000000000007,1.0366666666666668,-0.24666666666666662,28.813333333333333,-0.5433333333333334,28.669999999999998,0.2966666666666666,0.14333333333333356,-0.26666666666665356,0.05666666666666614,27.343333333333334,0.07333333333333338,28.453333333333333,-0.036666666666666965,27.026666666666667,-0.963333333333333,25.080000000000002,1.1400000000000001,0.05666666666666614,27.343333333333334,0.07333333333333338,28.453333333333333,-0.036666666666666965,27.026666666666667,-0.963333333333333,25.080000000000002,27.57,-0.01,28.95,0.33,28.03,0.21,198204.0,-3.8,-0.26666666666665356,29.0,29.56,-0.54,-0.24,0.56,0.3,-2.27,-0.2,,,,,,12.0,7.0,6.0,3.0,4.0,7.0,5.0,5.0
1982-05-01,24.11,-0.31,1982,2,-0.4333333333333332,-0.915,1.0666666666666667,-0.18666666666666662,29.31,-0.5233333333333334,28.923333333333332,0.3366666666666665,0.3866666666666669,-3.199999999999987,0.2633333333333328,27.94333333333333,0.26333333333333336,28.883333333333336,0.09333333333333305,27.44,-0.8033333333333332,24.679999999999996,0.7,0.2633333333333328,27.94333333333333,0.26333333333333336,28.883333333333336,0.09333333333333305,27.44,-0.8033333333333332,24.679999999999996,27.64,0.39,29.31,0.39,28.39,0.45,198205.0,-8.2,-3.199999999999987,29.07,29.55,-0.53,-0.07,0.48,0.46,-1.461,-0.7,,,,,,12.0,7.0,6.0,3.0,4.0,7.0,5.0,5.0
1982-06-01,23.25,0.13,1982,3,-0.7999999999999998,-1.4626666666666666,0.7199999999999999,-0.09999999999999996,29.19333333333333,-0.5400000000000001,28.933333333333334,0.4399999999999999,0.2600000000000002,-10.699999999999989,0.3966666666666662,28.22666666666667,0.39000000000000007,29.223333333333333,0.30666666666666637,27.456666666666667,-0.3299999999999998,24.03,0.32,0.3966666666666662,28.22666666666667,0.39000000000000007,29.223333333333333,0.30666666666666637,27.456666666666667,-0.3299999999999998,24.03,27.16,0.54,29.41,0.45,28.26,0.53,198206.0,-20.1,-10.699999999999989,28.73,28.47,-0.55,0.01,-0.26,0.56,-0.657,-1.5,,,,,,12.0,7.0,6.0,3.0,4.0,7.0,5.0,5.0
1982-07-01,22.43,0.47,1982,3,-1.1999999999999997,-1.1353333333333335,0.22666666666666657,-0.026666666666666634,28.53333333333333,-0.5666666666666668,28.663333333333338,0.5399999999999999,-0.12999999999999978,-15.866666666666655,0.4499999999999995,28.103333333333335,0.3233333333333334,29.25,0.4466666666666664,27.006666666666664,0.09666666666666689,23.263333333333332,-0.33999999999999997,0.4499999999999995,28.103333333333335,0.3233333333333334,29.25,0.4466666666666664,27.006666666666664,0.09666666666666689,23.263333333333332,26.22,0.41,29.03,0.13,27.66,0.37,198207.0,-19.3,-15.866666666666655,28.19,27.58,-0.62,-0.02,-0.61,0.6,-1.288,-1.4,,,,,,7.0,8.0,4.0,2.0,2.0,16.0,3.0,14.0
1982-08-01,21.81,0.8,1982,3,-1.433333333333333,-1.0803333333333336,-0.2433333333333334,-0.016666666666666632,27.80666666666667,-0.5633333333333335,28.26,0.5466666666666665,-0.45333333333333314,-20.999999999999986,0.5433333333333329,27.833333333333332,0.22333333333333338,29.103333333333335,0.633333333333333,26.48,0.46666666666666695,22.496666666666666,-0.7100000000000001,0.5433333333333329,27.833333333333332,0.22333333333333338,29.103333333333335,0.633333333333333,26.48,0.46666666666666695,22.496666666666666,26.06,0.95,28.87,0.09,27.58,0.73,198208.0,-23.6,-20.999999999999986,27.86,27.37,-0.52,-0.04,-0.49,0.48,-1.296,-1.4,,,,,,7.0,8.0,4.0,2.0,2.0,16.0,3.0,14.0
1982-09-01,22.03,1.31,1982,4,-1.3999999999999997,-1.4863333333333335,-0.6766666666666667,-0.04999999999999996,27.51666666666667,-0.5966666666666667,27.856666666666666,0.5466666666666665,-0.3433333333333331,-21.433333333333323,0.8633333333333328,27.816666666666666,0.18333333333333335,28.99666666666667,1.083333333333333,26.356666666666666,0.8600000000000003,22.09,-0.98,0.8633333333333328,27.816666666666666,0.18333333333333335,28.99666666666667,1.083333333333333,26.356666666666666,0.8600000000000003,22.09,26.79,1.89,29.09,0.33,28.21,1.49,198209.0,-21.4,-21.433333333333323,27.52,27.6,-0.65,-0.09,0.07,0.56,-1.875,-1.4,7.0,5.0,3.0,2.0,4.0,7.0,8.0,4.0,2.0,2.0,16.0,3.0,14.0
